vin,start_date,end_date,repair_status,repair_description,vendor_name,repair_cost,NHTSA_recall_compaign_number,inventory_clerk_permission
MT0OEZQ7C5Q035531,2019-09-23 00:00:00,2019-09-25 00:00:00,in progress,change speaker configuration; change oil filter; ,Cancity,39.22,NULL,
MW6HGX7M6O4186962,2019-01-25 00:00:00,2019-01-27 00:00:00,pending,change brake linings; install curtain airbags; ,Fasehatice,102.78,NULL,
MW6HGX7M6O4186962,2019-02-01 00:00:00,2019-02-02 00:00:00,pending,attach seat extension; reduce blind spot; ,Rundofase,68.52,17V389000,
MW6HGX7M6O4186962,2019-02-04 00:00:00,2019-02-10 00:00:00,completed,install dusk-sensing headlights; repair direct injection system; ,Rundofase,205.57,NULL,
MW6HGX7M6O4186962,2019-02-14 00:00:00,2019-02-17 00:00:00,in progress,fix nvh dampening system; fix steering damper; ,Zencorporation,137.05,NULL,
MW6HGX7M6O4186962,2019-02-19 00:00:00,2019-02-21 00:00:00,completed,adjust adaptive cruise control; install optional equipment; ,Zencorporation,68.52,NULL,
MW6HGX7M6O4186962,2019-02-24 00:00:00,2019-03-01 00:00:00,in progress,install dusk-sensing headlights; adjust ignition timing; ,Newex,68.52,14V753000,
MW6HGX7M6O4186962,2019-03-03 00:00:00,2019-03-06 00:00:00,pending,replace ace filter; replace serpentine belt; ,Fasehatice,34.26,NULL,
MW7W375RHHU707116,2019-05-27 00:00:00,2019-06-03 00:00:00,pending,add heated windshield; replace radiator core & ac condenser; ,Toughzap,138.41,NULL,
MW7W375RHHU707116,2019-06-07 00:00:00,2019-06-12 00:00:00,pending,replace radiator core & ac condenser; adjust block heater; ,Rundofase,92.27,NULL,
MXF3EGT2PAG490479,2019-03-20 00:00:00,2019-03-29 00:00:00,in progress,replace water pump; add heated windshield; ,Newex,70.01,NULL,
MXF3EGT2PAG490479,2019-04-05 00:00:00,2019-04-16 00:00:00,pending,adjust retractable mirrors; repair direct injection system; ,Zumgoity,46.67,09E025000,
MXF3EGT2PAG490479,2019-05-01 00:00:00,2019-05-05 00:00:00,in progress,install roof spoiler; install smoked glass; ,Fasehatice,93.35,NULL,
MXF3EGT2PAG490479,2019-05-10 00:00:00,2019-05-14 00:00:00,completed,install anti-theft alarm; improve engine performance; ,Fasehatice,46.67,19V008000,
MXF3EGT2PAG490479,2019-05-17 00:00:00,2019-05-22 00:00:00,pending,fix sunroof; install on-board diagnosis system; ,Zoomit,116.68,NULL,
MYX14D30CZI581341,2019-07-01 00:00:00,2019-07-01 00:00:00,completed,fix cylinder head bolts; install smoked glass; ,Cancity,34.77,NULL,
MYX14D30CZI581341,2019-07-06 00:00:00,2019-07-12 00:00:00,completed,check drive axle boots; ,Zencorporation,173.83,NULL,
MYX14D30CZI581341,2019-08-09 00:00:00,2019-08-23 00:00:00,in progress,reduce fuel consumption; repair direct injection system; ,Zoomit,173.83,NULL,
MYX14D30CZI581341,2019-09-03 00:00:00,2019-09-09 00:00:00,in progress,replace brake pedal spring; replace timing belt tensioner; ,Cancity,243.36,NULL,
MYX14D30CZI581341,2019-09-14 00:00:00,2019-09-16 00:00:00,in progress,change oil filter; adjust traction control system; ,Fasehatice,34.77,13V450000,
MYX14D30CZI581341,2019-09-17 00:00:00,2019-09-17 00:00:00,pending,fix air filter restriction indicator; replace steering column lock; ,Zencorporation,34.77,NULL,
NNLD761PGMY686484,2019-03-15 00:00:00,2019-03-16 00:00:00,completed,replace stabilizer bar; install smoked glass; ,Zencorporation,57.85,08V137000,
NNLD761PGMY686484,2019-03-18 00:00:00,2019-03-19 00:00:00,completed,adjust traction control system; ,Zencorporation,57.85,11V330000,
NNLD761PGMY686484,2019-03-20 00:00:00,2019-03-23 00:00:00,completed,correct abs; replace catalytic converter; ,Toughzap,115.69,09V357000,
NNLD761PGMY686484,2019-03-24 00:00:00,2019-03-27 00:00:00,completed,repair direct injection system; change brake linings; ,Zumgoity,115.69,NULL,
NNLD761PGMY686484,2019-03-30 00:00:00,2019-03-31 00:00:00,in progress,fix sunroof; replace radiator hoses; ,Zencorporation,28.92,15V586000,
NNLD761PGMY686484,2019-04-01 00:00:00,2019-04-04 00:00:00,in progress,refurbish power steering; change coolant; ,Cancity,28.92,NULL,
NQC3ODNRG8W618383,2019-04-19 00:00:00,2019-05-03 00:00:00,pending,adjust retractable mirrors; attach exterior camera; ,Newex,563.76,NULL,
NQC3ODNRG8W618383,2019-05-25 00:00:00,2019-06-12 00:00:00,pending,replace brake pedal spring; change coolant; ,Cancity,507.39,00V157002,
NQC3ODNRG8W618383,2019-06-20 00:00:00,2019-06-24 00:00:00,pending,replace brake pedal spring; change timing belt; ,Zoomit,56.38,NULL,
NQC3ODNRG8W618383,2019-07-21 00:00:00,2019-07-26 00:00:00,pending,upgrade navigation system; improve engine performance; ,Rundofase,338.26,NULL,
NQC3ODNRG8W618383,2019-07-29 00:00:00,2019-08-03 00:00:00,in progress,improve cylinder configuration; replace serpentine belt; ,Newex,112.75,NULL,
NQC3ODNRG8W618383,2019-08-17 00:00:00,2019-08-19 00:00:00,pending,change timing belt; replace catalytic converter; ,Zoomit,112.75,NULL,
NQC3ODNRG8W618383,2019-08-25 00:00:00,2019-08-28 00:00:00,pending,adjust adaptive cruise control; replace timing belt tensioner; ,Cancity,169.13,NULL,
NQC3ODNRG8W618383,2019-09-19 00:00:00,2019-09-26 00:00:00,in progress,adjust climate control; install anti-theft alarm; ,Zoomit,56.38,17V024000,
NVDV1HTYNUU168147,2019-05-05 00:00:00,2019-05-10 00:00:00,in progress,replace catalytic converter; ,Newex,55.34,NULL,
NVDV1HTYNUU168147,2019-05-15 00:00:00,2019-05-23 00:00:00,in progress,install vanity mirrors; refurbish power steering; ,Toughzap,110.68,NULL,
OOXPL1JMKRX336822,2019-03-05 00:00:00,2019-03-05 00:00:00,pending,fix cylinder head bolts; adjust reverse tilt mirrors; ,Fasehatice,37.89,NULL,
OOXPL1JMKRX336822,2019-03-14 00:00:00,2019-04-04 00:00:00,in progress,adjust seat belts tension; repair direct injection system; ,Newex,75.78,NULL,
OOXPL1JMKRX336822,2019-04-05 00:00:00,2019-04-06 00:00:00,completed,fix nvh dampening system; add knee airbags; ,Toughzap,75.78,NULL,
OOXPL1JMKRX336822,2019-05-22 00:00:00,2019-05-22 00:00:00,in progress,improve cylinder configuration; replace water pump; ,Toughzap,37.89,NULL,
OUIFCWSPPHR650293,2019-05-31 00:00:00,2019-06-12 00:00:00,in progress,replace radiator hoses; repair seatbelt force limiters; ,Cancity,51.26,15V629000,
OUIFCWSPPHR650293,2019-06-13 00:00:00,2019-07-05 00:00:00,completed,reduce blind spot; replace stabilizer bar; ,Rundofase,435.69,NULL,
OUIFCWSPPHR650293,2019-07-07 00:00:00,2019-07-21 00:00:00,completed,adjust accelerator pedal linkage; change suspension fluid; ,Fasehatice,333.18,NULL,
OUIFCWSPPHR650293,2019-07-29 00:00:00,2019-08-02 00:00:00,in progress,repair shiftable automatic transmission; improve engine performance; ,Zumgoity,76.89,NULL,
OUIFCWSPPHR650293,2019-08-09 00:00:00,2019-08-22 00:00:00,completed,repair direct injection system; replace liftgate window; ,Zoomit,25.63,NULL,
OUIFCWSPPHR650293,2019-08-24 00:00:00,2019-09-05 00:00:00,pending,upgrade navigation system; attach spoiler; ,Toughzap,179.4,NULL,
OUXQFNQE2K7274854,2019-05-06 00:00:00,2019-05-09 00:00:00,in progress,correct abs; install smoked glass; ,Zoomit,216.88,NULL,
OUXQFNQE2K7274854,2019-05-10 00:00:00,2019-05-16 00:00:00,completed,adjust traction control system; adjust retractable mirrors; ,Toughzap,271.1,17V328000,
OUXQFNQE2K7274854,2019-05-19 00:00:00,2019-05-22 00:00:00,in progress,fix nvh dampening system; fix air filter restriction indicator; ,Rundofase,216.88,NULL,
OUXQFNQE2K7274854,2019-05-29 00:00:00,2019-05-30 00:00:00,pending,fix solar sunroof; install intelligent alternator; ,Rundofase,54.22,NULL,
P7UUVOVKPTD080947,2019-06-25 00:00:00,2019-06-28 00:00:00,pending,configure audio remote control; change timing belt; ,Fasehatice,19.23,NULL,
P7UUVOVKPTD080947,2019-07-20 00:00:00,2019-07-25 00:00:00,in progress,attach spoiler; ,Cancity,57.68,NULL,
P7UUVOVKPTD080947,2019-08-08 00:00:00,2019-08-14 00:00:00,in progress,adjust low fuel warning indicator; fix rear defroster; ,Zencorporation,134.6,NULL,
PC02G0A675B935953,2019-06-02 00:00:00,2019-06-05 00:00:00,in progress,replace radiator core & ac condenser; change pcv filter/pcv valve; ,Newex,184.14,NULL,
PC02G0A675B935953,2019-06-06 00:00:00,2019-06-08 00:00:00,pending,attach exterior camera; repair seatbelt force limiters; ,Newex,46.03,18V047000,
PEXVHDHEYM7282767,2019-04-30 00:00:00,2019-05-01 00:00:00,pending,attach seat extension; install dusk-sensing headlights; ,Zoomit,41.32,NULL,
PEXVHDHEYM7282767,2019-05-03 00:00:00,2019-05-04 00:00:00,pending,add heated windshield; adjust retractable mirrors; ,Cancity,20.66,15V846000,
PEXVHDHEYM7282767,2019-05-06 00:00:00,2019-05-07 00:00:00,completed,fix nvh dampening system; adjust seat belts tension; ,Rundofase,20.66,NULL,
PEXVHDHEYM7282767,2019-05-14 00:00:00,2019-05-22 00:00:00,in progress,install turbocharger; reconfigure service reminder light; ,Toughzap,123.95,NULL,
PEXVHDHEYM7282767,2019-05-23 00:00:00,2019-06-05 00:00:00,completed,repair seatbelt force limiters; adjust running boards; ,Zumgoity,103.3,NULL,
PHTKITC5C1H921363,2019-06-27 00:00:00,2019-06-29 00:00:00,completed,adjust turn signals; reduce fuel consumption; ,Newex,22.05,19V006000,
PHTKITC5C1H921363,2019-07-09 00:00:00,2019-07-11 00:00:00,in progress,install roof spoiler; reduce blind spot; ,Zumgoity,44.1,NULL,
PHTKITC5C1H921363,2019-07-17 00:00:00,2019-08-13 00:00:00,in progress,change steering rack; ,Rundofase,573.26,NULL,
PHTKITC5C1H921363,2019-08-15 00:00:00,2019-08-29 00:00:00,completed,install turbocharger; ,Fasehatice,66.14,NULL,
PUVTYE6IVGN271318,2019-05-06 00:00:00,2019-05-06 00:00:00,in progress,correct abs; install separate rear audio; ,Newex,20.66,14V753000,
PUVTYE6IVGN271318,2019-05-08 00:00:00,2019-05-09 00:00:00,pending,replace diverter valve; set up auto-delay headlights; ,Toughzap,41.32,NULL,
PUVTYE6IVGN271318,2019-05-12 00:00:00,2019-05-16 00:00:00,in progress,change oil filter; reduce carbon footprint; ,Fasehatice,61.98,15V846000,
PUVTYE6IVGN271318,2019-05-17 00:00:00,2019-05-19 00:00:00,in progress,change speaker configuration; change steering rack; ,Zoomit,20.66,15V846000,
PUVTYE6IVGN271318,2019-05-22 00:00:00,2019-05-25 00:00:00,completed,adjust regenerative braking; ,Newex,20.66,NULL,
QHUYKEFC12W678012,2019-05-16 00:00:00,2019-05-16 00:00:00,in progress,fix rear hvac; fix deceleration system; ,Zoomit,13.07,14V010000,
QHUYKEFC12W678012,2019-05-17 00:00:00,2019-05-17 00:00:00,completed,fix steering damper; improve engine performance; ,Newex,13.07,17V389000,
QHUYKEFC12W678012,2019-05-18 00:00:00,2019-05-18 00:00:00,pending,make polarization coating; install anti-theft alarm; ,Rundofase,13.07,NULL,
QHUYKEFC12W678012,2019-05-19 00:00:00,2019-05-19 00:00:00,pending,replace crankcase ventilation filter; fix deceleration system; ,Zumgoity,13.07,NULL,
QNGJBXZ0ZPN690169,2019-01-14 00:00:00,2019-01-18 00:00:00,in progress,install curtain airbags; install smoked glass; ,Zoomit,51.26,06V445000,
QNGJBXZ0ZPN690169,2019-01-29 00:00:00,2019-01-29 00:00:00,completed,replace crankcase ventilation filter; change suspension fluid; ,Fasehatice,25.63,17V359000,
QNGJBXZ0ZPN690169,2019-01-30 00:00:00,2019-02-18 00:00:00,completed,adjust retractable mirrors; adjust ignition timing; ,Zoomit,486.95,NULL,
QNGJBXZ0ZPN690169,2019-02-23 00:00:00,2019-03-01 00:00:00,completed,improve cylinder configuration; ,Zencorporation,128.15,NULL,
QNGJBXZ0ZPN690169,2019-03-13 00:00:00,2019-03-17 00:00:00,pending,fix ventilated seats; ,Fasehatice,102.52,NULL,
R56SEOUUT0R265399,2019-06-28 00:00:00,2019-06-28 00:00:00,in progress,adjust adaptive cruise control; replace tail lights; ,Zoomit,26.47,NULL,
RUAW8E8S2SA826885,2019-05-17 00:00:00,2019-05-17 00:00:00,in progress,fix nvh dampening system; install vanity mirrors; ,Zumgoity,17.87,05V555000,
RUAW8E8S2SA826885,2019-05-18 00:00:00,2019-05-19 00:00:00,completed,adjust hybrid performance; correct abs; ,Cancity,17.87,NULL,
RUAW8E8S2SA826885,2019-05-21 00:00:00,2019-05-27 00:00:00,in progress,set up auto-delay headlights; replace serpentine belt; ,Zumgoity,125.12,16V029000,
RUAW8E8S2SA826885,2019-05-29 00:00:00,2019-06-01 00:00:00,completed,adjust seat belts tension; install parking sensors; ,Cancity,53.62,NULL,
RUAW8E8S2SA826885,2019-06-02 00:00:00,2019-06-04 00:00:00,pending,fix power activated release; replace crankcase ventilation filter; ,Cancity,53.62,13V094000,
RUAW8E8S2SA826885,2019-06-09 00:00:00,2019-06-10 00:00:00,pending,change timing belt; configure universal remote control; ,Zoomit,35.75,NULL,
RUAW8E8S2SA826885,2019-06-11 00:00:00,2019-06-12 00:00:00,pending,replace ace filter; ,Rundofase,35.75,NULL,
RZ64Q4VF3EC682670,2019-01-19 00:00:00,2019-01-19 00:00:00,in progress,install smoked glass; adjust low fuel warning indicator; ,Zoomit,47.64,NULL,
RZ64Q4VF3EC682670,2019-01-22 00:00:00,2019-01-28 00:00:00,pending,adjust traction control system; adjust retractable mirrors; ,Fasehatice,333.51,NULL,
S7OOZE7TI6U419267,2019-05-19 00:00:00,2019-05-19 00:00:00,pending,change speaker configuration; replace steering column lock; ,Fasehatice,16.86,NULL,
S7OOZE7TI6U419267,2019-05-20 00:00:00,2019-05-21 00:00:00,completed,set up auto-delay headlights; add heated windshield; ,Fasehatice,33.71,NULL,
S7OOZE7TI6U419267,2019-05-22 00:00:00,2019-05-22 00:00:00,in progress,change oil filter; adjust hybrid performance; ,Fasehatice,16.86,NULL,
SEXWGCZNLS4439650,2019-04-23 00:00:00,2019-04-23 00:00:00,pending,attach spoiler; adjust ignition timing; ,Toughzap,17.01,08V217000,
SEXWGCZNLS4439650,2019-05-03 00:00:00,2019-05-09 00:00:00,in progress,replace radiator core & ac condenser; ,Zencorporation,51.03,NULL,
SGEAZM7OHRE981138,2019-01-08 00:00:00,2019-02-02 00:00:00,in progress,replace water pump; change steering rack; ,Cancity,163.11,NULL,
SGEAZM7OHRE981138,2019-02-06 00:00:00,2019-02-18 00:00:00,in progress,check drive axle boots; install turbocharger; ,Toughzap,177.94,NULL,
SGEAZM7OHRE981138,2019-03-06 00:00:00,2019-03-07 00:00:00,pending,change purge valve; ,Zumgoity,14.83,18V229000,
SGEAZM7OHRE981138,2019-03-12 00:00:00,2019-04-04 00:00:00,in progress,replace serpentine belt; fix broken tow hooks; ,Zencorporation,59.31,NULL,
SGEAZM7OHRE981138,2019-05-31 00:00:00,2019-06-20 00:00:00,in progress,make polarization coating; change speaker configuration; ,Rundofase,74.14,NULL,
SGEAZM7OHRE981138,2019-06-26 00:00:00,2019-07-11 00:00:00,in progress,configure audio remote control; replace steering column lock; ,Cancity,148.28,18V082000,
SGEAZM7OHRE981138,2019-07-12 00:00:00,2019-08-05 00:00:00,completed,fix air filter restriction indicator; ,Zoomit,118.63,NULL,
SGEAZM7OHRE981138,2019-09-13 00:00:00,2019-09-19 00:00:00,pending,change brake linings; fix solar sunroof; ,Newex,103.8,NULL,
SJV51DZQ416158315,2019-03-20 00:00:00,2019-03-28 00:00:00,in progress,attach spoiler; improve cylinder configuration; ,Cancity,167.91,NULL,
SJV51DZQ416158315,2019-04-28 00:00:00,2019-05-03 00:00:00,completed,replace water pump; repair seatbelt force limiters; ,Zumgoity,41.98,NULL,
SJV51DZQ416158315,2019-05-17 00:00:00,2019-06-07 00:00:00,completed,install intelligent alternator; replace water pump; ,Fasehatice,755.6,NULL,
SJV51DZQ416158315,2019-06-25 00:00:00,2019-06-26 00:00:00,completed,configure audio remote control; adjust low fuel warning indicator; ,Zoomit,83.96,NULL,
SJV51DZQ416158315,2019-07-15 00:00:00,2019-08-03 00:00:00,completed,install active pedestrian protection system; replace catalytic converter; ,Newex,167.91,NULL,
SJV51DZQ416158315,2019-08-21 00:00:00,2019-09-08 00:00:00,completed,fix rear hvac; change memory settings of the onboard computer; ,Newex,41.98,NULL,
SROKG0OMKKQ394333,2019-05-31 00:00:00,2019-06-02 00:00:00,pending,upgrade navigation system; install parking sensors; ,Cancity,187.44,09V091000,
SROKG0OMKKQ394333,2019-06-13 00:00:00,2019-06-13 00:00:00,completed,replace crankcase ventilation filter; adjust adaptive cruise control; ,Zencorporation,62.48,NULL,
SROKG0OMKKQ394333,2019-06-18 00:00:00,2019-06-21 00:00:00,in progress,set up auto-delay headlights; replace radiator core & ac condenser; ,Fasehatice,249.91,02V253000,
SWME2EZ3HDD006687,2019-05-26 00:00:00,2019-05-26 00:00:00,completed,adjust climate control; change air conditioner refrigerant; ,Fasehatice,24.43,NULL,
SWME2EZ3HDD006687,2019-06-03 00:00:00,2019-06-06 00:00:00,in progress,fix power activated release; install on-board diagnosis system; ,Cancity,73.3,NULL,
SWME2EZ3HDD006687,2019-06-07 00:00:00,2019-06-09 00:00:00,in progress,change purge valve; make polarization coating; ,Zumgoity,48.87,NULL,
SWME2EZ3HDD006687,2019-06-15 00:00:00,2019-06-17 00:00:00,completed,configure universal remote control; configure universal remote control; ,Cancity,73.3,NULL,
SX73Y7QKKQF628146,2019-02-15 00:00:00,2019-02-17 00:00:00,pending,adjust retractable mirrors; fix ventilated seats; ,Toughzap,34.84,NULL,
SX73Y7QKKQF628146,2019-02-19 00:00:00,2019-02-20 00:00:00,pending,repair seatbelt force limiters; fix external temperature display; ,Rundofase,34.84,NULL,
SX73Y7QKKQF628146,2019-02-23 00:00:00,2019-02-23 00:00:00,pending,adjust turn signals; change speaker configuration; ,Cancity,17.42,NULL,
SX73Y7QKKQF628146,2019-02-24 00:00:00,2019-02-24 00:00:00,completed,reconfigure service reminder light; adjust adaptive cruise control; ,Cancity,17.42,NULL,
SX73Y7QKKQF628146,2019-02-25 00:00:00,2019-02-26 00:00:00,completed,adjust accelerator pedal linkage; ,Zoomit,17.42,NULL,
SX73Y7QKKQF628146,2019-02-28 00:00:00,2019-03-01 00:00:00,in progress,prevent fuel pump shutoff; fix broken tow hooks; ,Zumgoity,17.42,NULL,
SX73Y7QKKQF628146,2019-03-02 00:00:00,2019-03-02 00:00:00,in progress,change air conditioner refrigerant; adjust retractable mirrors; ,Rundofase,17.42,NULL,
SZAJTDBI6IL561669,2019-06-12 00:00:00,2019-06-15 00:00:00,completed,replace radiator core & ac condenser; refurbish power steering; ,Newex,40.43,19V148000,
SZAJTDBI6IL561669,2019-06-16 00:00:00,2019-06-17 00:00:00,pending,adjust traction control system; install parking sensors; ,Toughzap,80.87,NULL,
SZAJTDBI6IL561669,2019-06-18 00:00:00,2019-06-19 00:00:00,pending,change brake linings; ,Zumgoity,80.87,NULL,
SZAJTDBI6IL561669,2019-06-23 00:00:00,2019-06-23 00:00:00,in progress,replace diverter valve; check drive axle boots; ,Newex,40.43,NULL,
SZAJTDBI6IL561669,2019-06-24 00:00:00,2019-06-27 00:00:00,completed,install separate rear audio; install optional equipment; ,Zencorporation,121.3,NULL,
TD5OFRN1LC8601752,2019-06-29 00:00:00,2019-06-29 00:00:00,in progress,replace brake pedal spring; change brake linings; ,Rundofase,31.81,NULL,
U0PQOVOJXT2453885,2019-04-25 00:00:00,2019-04-27 00:00:00,pending,reconfigure service reminder light; add knee airbags; ,Zencorporation,52.57,NULL,
U0PQOVOJXT2453885,2019-04-29 00:00:00,2019-04-29 00:00:00,in progress,adjust seat belts tension; adjust block heater; ,Zencorporation,26.28,NULL,
U0PQOVOJXT2453885,2019-04-30 00:00:00,2019-05-01 00:00:00,in progress,repair shiftable automatic transmission; change wheel cylinders; ,Zumgoity,26.28,05V574000,
U0PQOVOJXT2453885,2019-05-02 00:00:00,2019-05-02 00:00:00,in progress,adjust low fuel warning indicator; replace ace filter; ,Zencorporation,26.28,NULL,
U3HSV2KCE0Y319532,2019-06-25 00:00:00,2019-06-30 00:00:00,pending,attach seat extension; install optional equipment; ,Zencorporation,243.98,NULL,
U3HSV2KCE0Y319532,2019-07-27 00:00:00,2019-08-07 00:00:00,in progress,repair direct injection system; adjust low fuel warning indicator; ,Fasehatice,390.37,14V743000,
U3HSV2KCE0Y319532,2019-08-09 00:00:00,2019-08-11 00:00:00,completed,adjust climate control; repair cooled seats; ,Zoomit,146.39,NULL,
U3HSV2KCE0Y319532,2019-08-14 00:00:00,2019-08-18 00:00:00,in progress,set up auto-delay headlights; change speaker configuration; ,Newex,146.39,NULL,
U3HSV2KCE0Y319532,2019-09-01 00:00:00,2019-09-10 00:00:00,completed,replace liftgate window; fix broken tow hooks; ,Zoomit,146.39,NULL,
U3HSV2KCE0Y319532,2019-09-26 00:00:00,2019-09-26 00:00:00,in progress,adjust hybrid performance; install dusk-sensing headlights; ,Fasehatice,48.8,09E012000,
UEHE08QS622862172,2019-01-27 00:00:00,2019-02-12 00:00:00,pending,add knee airbags; adjust low fuel warning indicator; ,Cancity,17.42,NULL,
UVVEV0Y7R3V483738,2019-05-11 00:00:00,2019-05-11 00:00:00,pending,change purge valve; set up gyro sensor; ,Toughzap,26.28,NULL,
V4JVFR4YRS7140562,2019-02-20 00:00:00,2019-03-14 00:00:00,pending,change pcv filter/pcv valve; set up auto-delay headlights; ,Toughzap,715.07,NULL,
V4JVFR4YRS7140562,2019-03-24 00:00:00,2019-04-10 00:00:00,in progress,add knee airbags; adjust climate control; ,Rundofase,178.77,NULL,
V4JVFR4YRS7140562,2019-05-08 00:00:00,2019-05-21 00:00:00,in progress,change coolant; fix rear hvac; ,Newex,312.84,08V156000,
V4JVFR4YRS7140562,2019-05-31 00:00:00,2019-06-03 00:00:00,pending,change steering rack; configure audio remote control; ,Cancity,134.08,15V483000,
VP0U4FNOL1Q272112,2019-02-16 00:00:00,2019-02-23 00:00:00,in progress,change memory settings of the onboard computer; correct abs; ,Rundofase,166.85,NULL,
VP0U4FNOL1Q272112,2019-02-25 00:00:00,2019-02-26 00:00:00,pending,replace crankcase ventilation filter; install intelligent alternator; ,Zumgoity,66.74,NULL,
VP0U4FNOL1Q272112,2019-02-27 00:00:00,2019-02-28 00:00:00,completed,change speaker configuration; attach spoiler; ,Toughzap,66.74,08V016000,
VP0U4FNOL1Q272112,2019-03-03 00:00:00,2019-03-05 00:00:00,completed,fix steering damper; make polarization coating; ,Newex,66.74,05V248000,
VP0U4FNOL1Q272112,2019-03-11 00:00:00,2019-03-12 00:00:00,pending,add knee airbags; fix broken tow hooks; ,Fasehatice,66.74,NULL,
VP0U4FNOL1Q272112,2019-03-21 00:00:00,2019-03-25 00:00:00,completed,install separate rear audio; install roof spoiler; ,Fasehatice,33.37,NULL,
VP0U4FNOL1Q272112,2019-04-05 00:00:00,2019-04-15 00:00:00,completed,prevent fuel pump shutoff; change purge valve; ,Rundofase,133.48,NULL,
VP0U4FNOL1Q272112,2019-04-18 00:00:00,2019-04-24 00:00:00,pending,replace ace filter; install roof spoiler; ,Zencorporation,133.48,05V222000,
VP0U4FNOL1Q272112,2019-04-25 00:00:00,2019-04-27 00:00:00,completed,install intelligent alternator; ,Fasehatice,33.37,NULL,
VROU7UEWYWK097688,2019-01-02 00:00:00,2019-01-03 00:00:00,completed,adjust block heater; replace brake pedal spring; ,Rundofase,58.17,NULL,
VROU7UEWYWK097688,2019-01-06 00:00:00,2019-01-06 00:00:00,pending,repair direct injection system; fix cylinder head bolts; ,Rundofase,29.08,NULL,
VROU7UEWYWK097688,2019-01-08 00:00:00,2019-01-08 00:00:00,completed,adjust adaptive cruise control; add knee airbags; ,Toughzap,29.08,NULL,
VROU7UEWYWK097688,2019-01-09 00:00:00,2019-01-10 00:00:00,completed,change suspension fluid; replace catalytic converter; ,Newex,58.17,14V624000,
VROU7UEWYWK097688,2019-01-13 00:00:00,2019-01-13 00:00:00,in progress,adjust accelerator pedal linkage; ,Zencorporation,29.08,NULL,
VROU7UEWYWK097688,2019-01-14 00:00:00,2019-01-17 00:00:00,pending,configure universal remote control; adjust turn signals; ,Zoomit,29.08,NULL,
VSGK3RYW2TC911641,2019-01-26 00:00:00,2019-02-28 00:00:00,pending,change oil filter; repair shiftable automatic transmission; ,Fasehatice,340.05,NULL,
VSGK3RYW2TC911641,2019-03-04 00:00:00,2019-03-11 00:00:00,in progress,adjust traction control system; replace tail lights; ,Zencorporation,45.34,02V238000,
VSGK3RYW2TC911641,2019-03-14 00:00:00,2019-03-21 00:00:00,in progress,add heated windshield; fix broken tow hooks; ,Zumgoity,90.68,NULL,
VSGK3RYW2TC911641,2019-03-26 00:00:00,2019-03-30 00:00:00,pending,change memory settings of the onboard computer; fix sunroof; ,Fasehatice,90.68,NULL,
VSGK3RYW2TC911641,2019-04-07 00:00:00,2019-04-07 00:00:00,pending,configure universal remote control; attach seat extension; ,Newex,22.67,NULL,
VSGK3RYW2TC911641,2019-04-13 00:00:00,2019-04-16 00:00:00,completed,prevent fuel pump shutoff; adjust block heater; ,Toughzap,45.34,NULL,
VSGK3RYW2TC911641,2019-05-06 00:00:00,2019-05-16 00:00:00,in progress,adjust accelerator pedal linkage; change memory settings of the onboard computer; ,Newex,136.02,NULL,
WJENS213H4U188325,2019-02-16 00:00:00,2019-02-20 00:00:00,pending,attach seat extension; set up satellite radio; ,Cancity,90.1,NULL,
WJENS213H4U188325,2019-03-27 00:00:00,2019-04-10 00:00:00,completed,attach exterior camera; replace radiator hoses; ,Cancity,54.06,NULL,
WJUY8SU2JR0730363,2019-03-18 00:00:00,2019-03-22 00:00:00,pending,fix deceleration system; adjust seat belts tension; ,Toughzap,132.86,NULL,
WJUY8SU2JR0730363,2019-03-27 00:00:00,2019-03-27 00:00:00,in progress,adjust climate control; fix external temperature display; ,Rundofase,44.29,NULL,
WJUY8SU2JR0730363,2019-04-10 00:00:00,2019-04-11 00:00:00,pending,reduce carbon footprint; reduce fuel consumption; ,Toughzap,88.58,NULL,
WJUY8SU2JR0730363,2019-04-16 00:00:00,2019-05-11 00:00:00,in progress,adjust hybrid performance; ,Zencorporation,310.01,NULL,
WJUY8SU2JR0730363,2019-05-12 00:00:00,2019-05-21 00:00:00,in progress,replace serpentine belt; fix a-pillar; ,Toughzap,177.15,NULL,
WMXOWCZE1MO140134,2019-04-12 00:00:00,2019-04-22 00:00:00,completed,adjust adaptive cruise control; ,Zencorporation,263.98,05V303000,
WMXOWCZE1MO140134,2019-06-10 00:00:00,2019-06-14 00:00:00,in progress,replace tail lights; adjust turn signals; ,Zumgoity,146.66,NULL,
WMXOWCZE1MO140134,2019-06-15 00:00:00,2019-07-03 00:00:00,pending,upgrade navigation system; reduce fuel consumption; ,Rundofase,527.97,NULL,
WMXOWCZE1MO140134,2019-08-18 00:00:00,2019-09-20 00:00:00,completed,improve engine performance; ,Zencorporation,586.63,NULL,
WN6OY1F26X1741004,2019-04-12 00:00:00,2019-09-21 00:00:00,in progress,replace fuel filter; upgrade navigation system; ,Cancity,824.81,NULL,
WSHBRYQYDCI202435,2019-06-10 00:00:00,2019-06-19 00:00:00,completed,adjust running boards; attach exterior camera; ,Fasehatice,70.34,NULL,
WSHBRYQYDCI202435,2019-06-21 00:00:00,2019-06-25 00:00:00,pending,fix sunroof; prevent fuel pump shutoff; ,Zencorporation,281.37,NULL,
